Date,Close,High,Low,Open,Volume,SMA_20,SMA_50,EMA_20,Daily_Return,RSI,MACD
2010-03-17,10.131428718566896,10.248571395874023,10.057143211364746,10.128570556640623,4390400,9.734500074386597,8.746171445846558,9.699660458453302,0.004105903404608036,69.39371419543222,0.37474846817898744
2010-03-18,10.077142715454102,10.161429405212402,10.062856674194336,10.101428985595703,3593100,9.766214370727539,8.800542879104615,9.735611149596236,-0.005358178458415241,66.47101549715941,0.3602264330668383
2010-03-19,10.064286231994627,10.128570556640623,10.010000228881836,10.100000381469728,9905700,9.793357229232788,8.84948574066162,9.766913538396084,-0.0012758064287169413,53.723950115747705,0.34371803726919303
2010-03-22,10.412857055664062,10.428570747375488,10.007143020629885,10.050000190734863,7216300,9.847785758972169,8.908028602600098,9.828431968612083,0.03463443066248639,66.5818282296265,0.35467331381994605
2010-03-23,10.422857284545898,10.498571395874023,10.289999961853027,10.428570747375488,4979100,9.9092857837677,8.964200029373169,9.885043903462922,0.000960373202895104,75.9348249911352,0.360012385628691
2010-03-24,10.338570594787598,10.45285701751709,10.321429252624512,10.418571472167969,3399900,9.964142847061158,9.018885717391967,9.928236921684318,-0.00808671628683566,70.64390347516695,0.3533689893086258
2010-03-25,10.505714416503906,10.714285850524902,10.365714073181152,10.382857322692873,8349600,10.020785713195801,9.079371423721314,9.983234778333802,0.016167014596832008,75.9014859193464,0.35747046242202707
2010-03-26,10.614286422729492,10.70142936706543,10.477143287658691,10.50428581237793,5427800,10.079714345932008,9.137485733032227,10.043334934942916,0.01033456668639543,75.31530729643715,0.365271144561099
2010-03-29,10.557143211364746,10.714285850524902,10.521429061889648,10.699999809265137,5602100,10.109714365005493,9.202942876815795,10.092269056506899,-0.005383613093611239,69.33590974224171,0.362661723170179
2010-03-30,10.722857475280762,10.807143211364746,10.632857322692873,10.699999809265137,7662200,10.153142929077148,9.271828603744506,10.152325096390124,0.015696885094598656,68.78727713350614,0.3697037790518465
2010-03-31,10.53428554534912,10.722857475280762,10.531429290771484,10.614286422729492,5714800,10.197357225418092,9.336228590011597,10.188702282005266,-0.017585977466020974,61.29314743848619,0.35596513578451194
2010-04-01,10.714285850524902,10.814286231994627,10.51714324951172,10.51714324951172,13577200,10.247285795211791,9.404114303588868,10.238757859959518,0.017087091896351048,72.133994467524,0.35550365744624024
2010-04-05,11.427143096923828,11.437143325805664,10.795714378356934,10.79714298248291,16663500,10.33542866706848,9.486400022506714,10.351937406337072,0.06653334215121798,82.57049570599071,0.4079568817378636
2010-04-06,11.90999984741211,11.99571418762207,11.40571403503418,11.488571166992188,27422500,10.440357208251953,9.579200019836426,10.500324305487075,0.042255246687010084,84.80870250393963,0.48292211868064605
2010-04-07,11.390000343322754,11.76714324951172,11.314286231994627,11.727143287658691,25214700,10.510285758972168,9.666628608703613,10.585055356709521,-0.043660748173925845,70.34640951337262,0.49467073853831245
2010-04-08,11.6899995803833,11.714285850524902,11.324286460876465,11.324286460876465,13912500,10.585642910003662,9.757714319229127,10.690288139916547,0.02633882598927384,74.15488751400767,0.522169787382758
2010-04-09,11.774286270141602,11.785714149475098,11.489999771118164,11.584285736083984,11563300,10.665857219696045,9.847571468353271,10.793526057080838,0.007210153360462046,75.07329442755393,0.5444876979124551
2010-04-12,11.882857322692873,11.89285659790039,11.649999618530272,11.757143020629885,9430400,10.760142946243286,9.905114326477051,10.897271891901031,0.009221030477795988,73.18610260142256,0.5644291910049137
2010-04-13,12.34000015258789,12.378570556640623,11.85714340209961,11.897143363952637,17424400,10.880000114440918,9.9740571975708,11.034674583395017,0.0384707833714375,76.5007703965248,0.610087860729891
2010-04-14,12.510000228881836,12.728570938110352,12.260000228881836,12.422857284545898,18056500,11.001000118255615,10.049885787963866,11.175181787727094,0.013776343127377855,79.32098789279394,0.6524690141990632
2010-04-15,12.40428638458252,12.552857398986816,12.214285850524902,12.464285850524902,11999400,11.114643001556397,10.121257228851318,11.292239368379992,-0.008450347111525591,76.06905140094516,0.6698050640761153
2010-04-16,12.187143325805664,12.41428565979004,12.025713920593262,12.351428985595703,10971800,11.220143032073974,10.188000087738038,11.377468316706247,-0.01750548576875377,70.97142537434894,0.6584323797858964
2010-04-19,12.114286422729492,12.371429443359377,11.824286460876465,12.178570747375488,13470800,11.322643041610718,10.257885818481446,11.447641469660843,-0.005978177258480377,70.67527351843178,0.6362067074637139
2010-04-20,12.438570976257324,12.488571166992188,12.122857093811035,12.15428638458252,12414500,11.42392873764038,10.33282865524292,11.542015708384318,0.026768770541811815,71.86021079440374,0.6374120658122138
2010-04-21,12.425713539123535,12.714285850524902,12.19857120513916,12.635713577270508,24311700,11.524071550369262,10.407342929840087,11.626177406549957,-0.0010336747813177727,75.22866388850728,0.6300668152220208
2010-04-22,14.321429252624512,14.64142894744873,12.949999809265137,13.0,90442100,11.723214483261108,10.516257228851318,11.882868058557056,0.15256393184440764,83.00654587189108,0.7683569257771108
2010-04-23,14.247142791748049,14.365714073181152,13.765713691711426,14.287142753601074,29817900,11.910285902023315,10.625514373779296,12.108037080765722,-0.005187084303254874,79.21847036280508,0.8620216887258287
2010-04-26,15.45285701751709,15.671428680419922,14.348570823669434,14.348570823669434,47215000,12.152214431762696,10.753542938232421,12.42659136045633,0.08462849312266263,81.92584897575654,1.0217644846732021
2010-04-27,14.581428527832031,15.151429176330566,14.51857089996338,15.010000228881836,34263600,12.35342869758606,10.864657230377198,12.631813947825444,-0.05639271033810911,77.04599894061343,1.065759394176487
2010-04-28,14.19857120513916,14.68000030517578,13.971428871154783,14.50428581237793,22770300,12.52721438407898,10.963314380645752,12.781028924712466,-0.026256503055383074,70.96465726688945,1.0575416092798964
2010-04-29,14.738571166992188,14.850000381469728,14.194286346435549,14.401429176330566,18078200,12.737428665161133,11.073771514892577,12.967461519215297,0.038031993082344506,73.01973891966801,1.082128337622354
2010-04-30,14.128570556640623,14.838570594787598,14.082857131958008,14.83571434020996,13059200,12.908142900466919,11.167485790252686,13.078043332303423,-0.041388042534115765,66.17948668971881,1.040398479656094
2010-05-03,14.56999969482422,14.829999923706056,14.14285659790039,14.279999732971191,13974100,13.06528573036194,11.268457202911376,13.22013441444826,0.0312437225276212,66.1027358186783,1.031061473985993
